year,month,state,handgun_unadjusted,long_gun_unadjusted,total_unadjusted,handgun_adjusted,long_gun_adjusted,total_adjusted
2022,05,Nevada,6544,3054,9598,6799,3266,10064
2022,05,New Hampshire,5932,3105,9038,6849,3828,10678
2022,05,New Jersey,7350,4350,11701,7173,5119,12292
2022,05,New Mexico,7660,4540,12200,8245,5451,13696
2022,05,New York,11001,14386,25387,11272,17982,29254
2022,05,North Carolina,1970,12104,14075,2195,17158,19354
2022,05,North Dakota,2172,2573,4745,2399,3304,5703
2022,05,Ohio,25968,13911,39878,29081,18801,47881
2022,05,Oklahoma,13979,8470,22449,15381,11746,27127
2022,05,Oregon,17034,9728,26762,18512,10625,29137
2022,05,Pennsylvania,45115,18729,63844,51148,23650,74798
2022,05,Puerto Rico,6425,497,6922,5833,471,6304
2022,05,Rhode Island,1445,999,2444,1565,1136,2701
2022,05,South Carolina,13629,6072,19701,14968,8464,23432
2022,05,South Dakota,2462,2620,5082,2896,3783,6679
2022,05,Tennessee,29042,14164,43206,32635,20036,52671
2022,05,Texas,70573,32980,103553,77949,43339,121289
2022,05,United States,754975,426787,1181762,834766,549298,1384064
2022,05,Utah,5903,4542,10444,6456,5645,12101
2022,05,Vermont,1637,1517,3154,1860,1910,3769
2022,05,Virgin Islands,34,1,35,,,
2022,05,Virginia,26531,13496,40027,29522,17874,47395
2022,05,Washington,29380,13597,42977,30338,14422,44760
2022,05,West Virginia,5811,5141,10953,6637,7267,13904
2022,05,Wisconsin,17589,11722,29311,20378,15561,35939
2022,05,Wyoming,2807,2507,5314,2945,2878,5823
2022,06,Alabama,23961,15005,38966,25950,18846,44796
2022,06,Alaska,3837,2941,6778,3753,3408,7161
2022,06,Arizona,25484,13388,38872,27881,15671,43551
2022,06,Arkansas,8706,5867,14574,9987,8871,18858
2022,06,California,47424,29720,77144,47080,29385,76465
2022,06,Colorado,24906,16387,41293,27069,19385,46454
2022,06,Connecticut,6456,1903,8359,7072,2085,9157
2022,06,Delaware,4530,4498,9028,5149,6095,11243
2022,06,District of Columbia,449,15,464,426,,426
2022,06,Florida,81661,33899,115559,87638,39991,127629
2022,06,Georgia,24333,10571,34904,26263,14450,40712
2022,06,Guam,227,95,321,220,96,316
2022,06,Hawaii,0,0,0,,,
2022,06,Idaho,8008,6720,14728,8644,8104,16748
2022,06,Illinois,24103,11252,35355,28431,15016,43447
2022,06,Indiana,25799,13866,39665,29565,18744,48308
2022,06,Iowa,3298,2720,6018,4236,4255,8490
2022,06,Kansas,8102,5889,13991,9551,8312,17863
2022,06,Kentucky,12555,8478,21033,14682,12293,26975
2022,06,Louisiana,16047,8193,24240,17155,12573,29728
2022,06,Maine,5230,4489,9720,5903,5963,11866
2022,06,Mariana Islands,19,18,36,,,
2022,06,Maryland,9252,6557,15809,10348,8471,18819
2022,06,Massachusetts,6661,3554,10215,7325,4402,11727
2022,06,Michigan,25604,16981,42584,28653,23391,52044
2022,06,Minnesota,12206,10158,22364,14292,14577,28869
2022,06,Mississippi,10398,6172,16570,12257,9825,22083
2022,06,Missouri,23922,15962,39884,26729,21329,48058
2022,06,Montana,5885,5425,11310,6339,6595,12935
2022,06,Nebraska,146,1656,1802,178,2314,2492
2022,06,Nevada,7491,3724,11215,7888,4133,12021
2022,06,New Hampshire,7358,3737,11095,8488,4579,13067
2022,06,New Jersey,7494,5524,13018,7534,6407,13941
2022,06,New Mexico,8550,5244,13794,9168,5975,15143
2022,06,New York,13891,21888,35779,14723,28162,42885
2022,06,North Carolina,2284,14616,16899,2434,19823,22257
2022,06,North Dakota,2103,2666,4770,2506,3490,5996
2022,06,Ohio,33642,16114,49756,38295,21637,59932
2022,06,Oklahoma,16894,10286,27180,19006,14656,33662
2022,06,Oregon,19668,11444,31112,20812,12456,33269
2022,06,Pennsylvania,53032,23009,76041,60613,28189,88801
2022,06,Puerto Rico,6218,556,6774,5625,518,6143
2022,06,Rhode Island,1980,1364,3344,2366,1687,4053
2022,06,South Carolina,14730,7033,21764,15906,9005,24911
2022,06,South Dakota,2627,2927,5554,3107,4290,7397
2022,06,Tennessee,33123,17360,50483,36808,23865,60674
2022,06,Texas,79913,39434,119347,85771,50936,136707
2022,06,United States,871284,511554,1382838,966223,664154,1630377
2022,06,Utah,6966,5412,12378,7524,7041,14565
2022,06,Vermont,2076,1801,3876,2263,2312,4575
2022,06,Virgin Islands,50,4,54,,,
2022,06,Virginia,29977,16113,46090,33204,20313,53517
2022,06,Washington,42639,18393,61032,45812,20031,65843
2022,06,West Virginia,6654,5419,12072,8002,7484,15486
2022,06,Wisconsin,19844,12294,32138,23798,17409,41207
2022,06,Wyoming,2871,2815,5686,3088,3286,6374
2022,07,Alabama,21755,13508,35263,25612,18167,43779
2022,07,Alaska,3755,2970,6725,3857,3340,7197
2022,07,Arizona,22582,11106,33688,25722,12938,38660
2022,07,Arkansas,7697,5235,12932,9412,7862,17274
2022,07,California,45275,25838,71113,46700,28996,75697
2022,07,Colorado,22777,14444,37221,25496,17001,42497
2022,07,Connecticut,5157,1494,6651,6165,1987,8152
2022,07,Delaware,2304,1054,3358,2789,1464,4253
2022,07,District of Columbia,425,21,446,417,,417
2022,07,Florida,71666,26666,98332,76644,32335,108979
2022,07,Georgia,22131,9360,31491,26173,13029,39202
2022,07,Guam,213,117,330,203,109,313
2022,07,Hawaii,0,0,0,,,
2022,07,Idaho,6789,5422,12211,7992,6867,14859
2022,07,Illinois,22834,10827,33661,26864,13609,40473
2022,07,Indiana,29394,12843,42237,34786,16917,51703
2022,07,Iowa,2941,2609,5551,3630,3862,7492
2022,07,Kansas,7511,5234,12745,8914,7049,15963
2022,07,Kentucky,11905,8088,19994,14379,11566,25945
2022,07,Louisiana,14598,7825,22424,15989,11086,27074
2022,07,Maine,4633,3918,8551,5083,4957,10040
2022,07,Mariana Islands,11,14,25,,,
2022,07,Maryland,10691,5740,16431,11681,7242,18924
2022,07,Massachusetts,5809,3070,8879,6797,3832,10629
2022,07,Michigan,23629,15117,38746,27431,20307,47738
2022,07,Minnesota,11776,10113,21889,14242,13903,28145
2022,07,Mississippi,9469,5866,15335,12067,9361,21427
2022,07,Missouri,23133,15336,38469,26507,20597,47104
2022,07,Montana,5093,4584,9677,5587,5708,11296
2022,07,Nebraska,147,1541,1689,191,2187,2378
2022,07,Nevada,6186,2817,9004,7125,3409,10535
2022,07,New Hampshire,6535,3335,9870,7753,4068,11821
2022,07,New Jersey,10406,4359,14765,11353,5165,16518
2022,07,New Mexico,7813,4576,12389,8910,5495,14405
2022,07,New York,12277,16998,29275,13168,25913,39080
2022,07,North Carolina,2372,12932,15303,2657,17265,19922
2022,07,North Dakota,2127,2728,4855,2549,3530,6079
2022,07,Ohio,29597,15030,44627,34331,19369,53700
2022,07,Oklahoma,14533,8856,23389,16708,12016,28724
2022,07,Oregon,17333,9544,26876,19755,12111,31866
2022,07,Pennsylvania,47215,20013,67229,55796,25361,81157
2022,07,Puerto Rico,5148,420,5568,5514,439,5954
2022,07,Rhode Island,1354,815,2169,1630,995,2625
2022,07,South Carolina,12624,6464,19087,15602,8613,24214
2022,07,South Dakota,2530,2750,5280,3062,3950,7012
2022,07,Tennessee,31130,16026,47156,34676,21058,55734
2022,07,Texas,69859,34038,103897,81548,44091,125639
2022,07,United States,783613,444469,1228082,923301,567038,1490339
2022,07,Utah,5851,4522,10373,7163,5840,13003
2022,07,Vermont,1950,1667,3617,2219,2216,4435
2022,07,Virgin Islands,70,3,74,,,
2022,07,Virginia,28334,14840,43174,31154,18452,49606
2022,07,Washington,25024,12573,37597,30023,14179,44202
2022,07,West Virginia,6030,5365,11395,7585,7405,14990
2022,07,Wisconsin,18693,11512,30205,22334,15954,38288
2022,07,Wyoming,2520,2325,4846,2989,2781,5770
2022,08,Alabama,21421,16228,37650,24815,17980,42795
2022,08,Alaska,3776,3534,7311,3882,3173,7055
2022,08,Arizona,22350,11597,33947,25267,12248,37515
2022,08,Arkansas,8043,6736,14780,9290,7552,16841
2022,08,California,43160,27506,70665,44740,26976,71716
2022,08,Colorado,24555,16424,40979,26315,17153,43468
2022,08,Connecticut,4522,1482,6004,5106,1813,6919
2022,08,Delaware,2182,1079,3262,2597,1220,3817
2022,08,District of Columbia,553,33,586,546,,546
2022,08,Florida,69727,28394,98121,74555,30840,105395
2022,08,Georgia,21657,11449,33106,25150,12892,38042
2022,08,Guam,244,106,350,240,103,343
2022,08,Hawaii,0,0,0,,,
2022,08,Idaho,6647,6102,12749,7503,6574,14077
2022,08,Illinois,23406,12005,35411,25685,12380,38065
2022,08,Indiana,27292,14714,42006,30317,16347,46664
2022,08,Iowa,2773,3058,5831,3373,3676,7048
2022,08,Kansas,7024,6122,13145,8354,6868,15222
2022,08,Kentucky,11515,9043,20558,13647,10863,24510
2022,08,Louisiana,14951,10170,25121,16269,11028,27297
2022,08,Maine,4418,4514,8932,4870,4919,9789
2022,08,Mariana Islands,12,12,24,,,
2022,08,Maryland,13718,5965,19683,14306,6677,20983
2022,08,Massachusetts,6486,3550,10035,6473,3568,10041
2022,08,Michigan,22397,17501,39898,26070,19890,45961
2022,08,Minnesota,12834,13827,26661,14180,13528,27709
2022,08,Mississippi,12034,9975,22009,11732,9010,20742
2022,08,Missouri,21909,17128,39037,24748,19444,44191
2022,08,Montana,5044,5086,10130,5286,5328,10614
2022,08,Nebraska,124,1789,1913,170,2062,2231
2022,08,Nevada,6538,3057,9595,7061,3262,10323
2022,08,New Hampshire,6549,3622,10172,7575,3894,11469
2022,08,New Jersey,11309,4403,15712,11916,4766,16682
2022,08,New Mexico,8633,5192,13825,9191,5586,14777
2022,08,New York,14150,26221,40371,14517,27219,41736
2022,08,North Carolina,2003,14364,16367,2303,16254,18557
2022,08,North Dakota,2230,3168,5398,2519,3349,5868
2022,08,Ohio,26976,16391,43368,31581,18433,50013
2022,08,Oklahoma,14296,10416,24712,16741,11517,28258
2022,08,Oregon,17100,10064,27163,19091,11721,30812
2022,08,Pennsylvania,47490,21758,69248,50343,24167,74510
2022,08,Puerto Rico,5348,447,5795,5519,425,5943
2022,08,Rhode Island,1419,904,2323,1591,1009,2600
2022,08,South Carolina,12324,7775,20099,14698,8410,23108
2022,08,South Dakota,2694,3619,6313,3001,4004,7005
2022,08,Tennessee,30665,18109,48774,34457,19541,53998
2022,08,Texas,67045,41054,108099,76484,42127,118611
2022,08,United States,771084,511660,1282743,862944,555598,1418542
2022,08,Utah,5776,4695,10471,7048,5614,12662
2022,08,Vermont,1846,1815,3661,2088,2016,4104
2022,08,Virgin Islands,42,4,46,,,
2022,08,Virginia,26320,15547,41867,29205,17554,46759
2022,08,Washington,18333,11375,29708,20652,12640,33292
2022,08,West Virginia,5590,5625,11216,6576,6925,13501
2022,08,Wisconsin,18936,14414,33351,21303,15394,36697
2022,08,Wyoming,2697,2490,5188,3022,2648,5670
2022,09,Alabama,20163,16084,36247,24883,17228,42112
2022,09,Alaska,4472,4503,8975,5209,4409,9619
2022,09,Arizona,20427,11156,31583,23919,11695,35613
2022,09,Arkansas,7834,7209,15044,9515,7453,16968
2022,09,California,37859,24613,62471,42747,25838,68585
2022,09,Colorado,22589,15616,38204,24836,15877,40713
2022,09,Connecticut,5633,1826,7459,6410,2014,8424
2022,09,Delaware,2054,1131,3185,2579,1249,3827
2022,09,District of Columbia,715,57,772,745,,745
2022,09,Florida,61218,25705,86923,70397,29115,99512
2022,09,Georgia,20628,11503,32131,25372,12380,37752
2022,09,Guam,274,111,385,290,116,406
2022,09,Hawaii,0,0,0,,,
2022,09,Idaho,6494,6773,13267,7488,6505,13993
2022,09,Illinois,23949,11556,35505,27667,12049,39715
2022,09,Indiana,25238,15050,40289,29284,15950,45235
2022,09,Iowa,2691,3477,6168,3412,3630,7042
2022,09,Kansas,6643,6080,12723,8240,6556,14797
2022,09,Kentucky,11271,9342,20613,13668,10705,24373
2022,09,Louisiana,14144,11098,25242,15653,9814,25466
2022,09,Maine,4488,5965,10453,4801,4872,9673
2022,09,Mariana Islands,20,19,38,,,
2022,09,Maryland,12250,6365,18614,13531,6635,20167
2022,09,Massachusetts,5531,3281,8812,6243,3344,9586
2022,09,Michigan,21941,20332,42273,26121,19576,45697
2022,09,Minnesota,11997,16880,28876,13870,13343,27213
2022,09,Mississippi,10110,7885,17995,12721,8639,21360
2022,09,Missouri,21606,17897,39503,25206,19371,44577
2022,09,Montana,5044,6158,11201,5299,5448,10746
2022,09,Nebraska,131,1938,2069,182,2035,2217
2022,09,Nevada,5931,2938,8869,6851,3168,10019
2022,09,New Hampshire,5988,3978,9966,6769,3889,10658
2022,09,New Jersey,10135,3949,14084,11451,4311,15762
2022,09,New Mexico,7417,5093,12510,8312,5368,13680
2022,09,New York,11520,18143,29664,12128,15875,28003
2022,09,North Carolina,1740,14359,16100,2141,15525,17666
2022,09,North Dakota,2068,3769,5837,2402,3386,5788
2022,09,Ohio,25731,16702,42434,31097,18420,49517
2022,09,Oklahoma,13176,10868,24044,16165,11604,27770
2022,09,Oregon,17076,10896,27972,19086,11681,30767
2022,09,Pennsylvania,45002,22641,67643,49784,23881,73665
2022,09,Puerto Rico,3926,324,4250,4327,341,4668
2022,09,Rhode Island,1272,812,2083,1497,882,2378
2022,09,South Carolina,11509,7719,19228,14636,8261,22898
2022,09,South Dakota,2532,4037,6569,2918,3803,6721
2022,09,Tennessee,31327,18060,49387,37056,19637,56692
2022,09,Texas,63670,43396,107066,76211,40052,116263
2022,09,United States,725517,519160,1244678,845277,537019,1382295
2022,09,Utah,5181,4947,10128,6563,5309,11872
2022,09,Vermont,1964,2247,4211,2236,2093,4329
2022,09,Virgin Islands,42,2,44,,,
2022,09,Virginia,25865,16389,42254,30178,17488,47666
2022,09,Washington,17712,12115,29828,20806,12494,33300
2022,09,West Virginia,5577,6510,12087,6667,7217,13884
2022,09,Wisconsin,19181,16919,36100,21373,15585,36958
2022,09,Wyoming,2562,2738,5300,2979,2595,5574
2022,10,Alabama,20408,15547,35956,23166,15375,38542
2022,10,Alaska,3938,3935,7873,3567,3139,6706
2022,10,Arizona,19360,10196,29556,21572,10269,31842
2022,10,Arkansas,7763,8385,16148,8649,6912,15561
2022,10,California,40690,24585,65275,41572,24153,65724
2022,10,Colorado,21715,15627,37342,23781,15310,39090
2022,10,Connecticut,5917,2062,7979,6006,1844,7850
2022,10,Delaware,2231,1319,3550,2366,1175,3541
2022,10,District of Columbia,449,34,483,420,,420
2022,10,Florida,64954,26920,91874,68324,27341,95665
2022,10,Georgia,20906,12957,33862,23175,11694,34869
2022,10,Guam,226,88,314,218,89,306
2022,10,Hawaii,0,0,0,,,
2022,10,Idaho,6197,6927,13124,6748,6145,12893
2022,10,Illinois,23526,11924,35450,24924,10886,35810
2022,10,Indiana,23353,15012,38365,25407,13885,39292
2022,10,Iowa,2794,3815,6609,3078,3137,6214
2022,10,Kansas,6698,6591,13289,7193,6172,13365
2022,10,Kentucky,11540,11158,22698,12760,10214,22974
2022,10,Louisiana,13405,11835,25240,14956,9521,24478
2022,10,Maine,4344,6888,11232,4324,4452,8777
2022,10,Mariana Islands,19,19,37,,,
2022,10,Maryland,12850,6778,19628,13237,6040,19278
2022,10,Massachusetts,5787,3439,9226,5685,2959,8644
2022,10,Michigan,21652,20899,42551,22974,17493,40467
2022,10,Minnesota,11666,18931,30596,12406,13264,25669
2022,10,Mississippi,9583,8389,17972,11404,7791,19194
2022,10,Missouri,21427,20591,42018,22659,17646,40305
2022,10,Montana,4547,6838,11385,5094,5234,10329
2022,10,Nebraska,123,2260,2384,155,1922,2076
2022,10,Nevada,5624,2721,8346,6102,2801,8903
2022,10,New Hampshire,5903,4282,10185,6109,3546,9655
2022,10,New Jersey,11055,4551,15606,11529,4243,15771
2022,10,New Mexico,7480,4918,12398,8108,4826,12934
2022,10,New York,10822,14994,25816,10960,11907,22867
2022,10,North Carolina,1841,15880,17721,1972,14542,16514
2022,10,North Dakota,2216,4900,7117,2306,3443,5749
2022,10,Ohio,24615,17894,42508,25915,16659,42574
2022,10,Oklahoma,13135,11176,24311,14718,10595,25313
2022,10,Oregon,20036,12157,32194,20566,11639,32205
2022,10,Pennsylvania,47650,24553,72203,46684,22027,68711
2022,10,Puerto Rico,5252,395,5647,5368,423,5790
2022,10,Rhode Island,1263,928,2191,1300,880,2180
2022,10,South Carolina,11562,8165,19727,12857,7531,20388
2022,10,South Dakota,2419,5850,8269,2541,3736,6277
2022,10,Tennessee,29554,18894,48447,31695,18159,49854
2022,10,Texas,65673,40305,105978,71655,37712,109367
2022,10,United States,731149,543827,1274976,771010,494509,1265519
2022,10,Utah,4853,4948,9801,5674,4816,10490
2022,10,Vermont,1836,2321,4157,1969,1893,3862
2022,10,Virgin Islands,35,8,43,,,
2022,10,Virginia,26809,18294,45103,28141,16727,44868
2022,10,Washington,16582,12786,29369,18441,12360,30802
2022,10,West Virginia,5952,7979,13932,6366,7012,13378
2022,10,Wisconsin,18567,18382,36949,18972,14790,33762
2022,10,Wyoming,2346,2596,4942,2750,2429,5179
2022,11,Alabama,25974,23614,49588,23718,16667,40385
2022,11,Alaska,3792,3471,7262,3663,3017,6679
2022,11,Arizona,22096,12029,34124,21184,10333,31518
2022,11,Arkansas,9451,11992,21443,8563,7518,16081
2022,11,California,41125,28197,69322,40615,24925,65540
2022,11,Colorado,24098,16843,40941,23294,15151,38445
2022,11,Connecticut,6226,2345,8571,5965,1828,7793
2022,11,Delaware,2255,1825,4080,2271,1300,3571
2022,11,District of Columbia,504,32,536,503,,503
2022,11,Florida,71544,34792,106336,66840,27378,94218
2022,11,Georgia,23460,16678,40138,22072,11647,33719
2022,11,Guam,232,108,340,227,102,330
2022,11,Hawaii,0,0,0,,,
2022,11,Idaho,7908,7680,15588,6819,5994,12813
2022,11,Illinois,27363,16073,43436,25674,11934,37608
2022,11,Indiana,27625,21406,49031,25301,14939,40240
2022,11,Iowa,4100,5741,9841,2989,3445,6433
2022,11,Kansas,8860,9154,18015,7652,6393,14045
2022,11,Kentucky,14423,15844,30268,12767,10438,23205
2022,11,Louisiana,14663,15147,29810,13749,9528,23277
2022,11,Maine,4428,5674,10101,4453,4457,8910
2022,11,Mariana Islands,15,11,26,,,
2022,11,Maryland,13376,8181,21557,13205,6175,19380
2022,11,Massachusetts,6685,3989,10673,6191,3370,9561
2022,11,Michigan,25879,27106,52985,24350,17475,41825
2022,11,Minnesota,12789,15111,27899,12778,13090,25867
2022,11,Mississippi,11417,13738,25155,10862,8350,19212
2022,11,Missouri,25660,25402,51062,23328,18025,41353
2022,11,Montana,5039,5859,10898,4853,4871,9724
2022,11,Nebraska,306,2989,3295,167,1902,2069
2022,11,Nevada,6274,3146,9420,6178,2777,8956
2022,11,New Hampshire,6994,4128,11122,6647,3436,10084
2022,11,New Jersey,9181,4340,13520,9996,3742,13737
2022,11,New Mexico,8096,5601,13697,8156,5043,13200
2022,11,New York,10509,16218,26728,11225,12247,23472
2022,11,North Carolina,2925,19919,22844,2447,14041,16488
2022,11,North Dakota,2278,3577,5855,2178,2962,5140
2022,11,Ohio,32928,28072,61000,28857,17323,46180
2022,11,Oklahoma,17490,16099,33588,14943,10897,25840
2022,11,Oregon,63810,30669,94479,63313,27645,90958
2022,11,Pennsylvania,49838,30256,80093,45274,22400,67674
2022,11,Puerto Rico,6602,547,7149,6300,505,6805
2022,11,Rhode Island,1500,941,2441,1392,839,2231
2022,11,South Carolina,14563,10861,25424,13421,7629,21050
2022,11,South Dakota,3079,5086,8165,2659,3503,6163
2022,11,Tennessee,34165,25428,59592,31351,17788,49139
2022,11,Texas,74869,50402,125271,68109,37949,106059
2022,11,United States,875217,683899,1559116,811655,507914,1319570
2022,11,Utah,7319,7415,14734,6129,5116,11246
2022,11,Vermont,1840,2209,4049,1902,1923,3824
2022,11,Virgin Islands,42,3,45,,,
2022,11,Virginia,29851,21868,51719,27641,16300,43941
2022,11,Washington,17511,13229,30740,18227,12457,30684
2022,11,West Virginia,7216,10531,17747,6438,6651,13089
2022,11,Wisconsin,21855,19342,41197,20067,14349,34416
2022,11,Wyoming,3191,2982,6173,2672,2357,5029
2022,12,Alabama,34444,30337,64781,23754,17040,40794
2022,12,Alaska,3770,3322,7092,3403,2868,6271
2022,12,Arizona,27374,14493,41866,21199,10800,31999
2022,12,Arkansas,12208,13806,26014,8447,7722,16168
2022,12,California,44234,30880,75115,38035,25298,63333
2022,12,Colorado,27333,19200,46533,23466,15780,39246
2022,12,Connecticut,7179,2401,9580,6207,1941,8148
2022,12,Delaware,2958,1978,4936,2377,1274,3651
2022,12,District of Columbia,333,26,360,350,,350
2022,12,Florida,86644,43227,129870,69820,29215,99035
2022,12,Georgia,32381,22342,54723,23155,12233,35388
2022,12,Guam,202,100,302,186,88,274
2022,12,Hawaii,0,0,0,,,
2022,12,Idaho,10024,8767,18791,7031,6223,13254
2022,12,Illinois,33619,20606,54226,27874,15296,43169
2022,12,Indiana,33366,21668,55034,26134,15176,41310
2022,12,Iowa,3893,5272,9165,3069,3450,6519
2022,12,Kansas,10233,10316,20549,7602,6528,14130
2022,12,Kentucky,19546,18345,37891,13231,10706,23936
2022,12,Louisiana,19874,19196,39070,14912,10282,25194
2022,12,Maine,5743,6024,11767,4787,4846,9633
2022,12,Mariana Islands,23,11,34,,,
2022,12,Maryland,13918,8879,22798,12387,6605,18992
2022,12,Massachusetts,7084,3806,10890,6463,3372,9835
2022,12,Michigan,28751,24490,53241,24732,19093,43825
2022,12,Minnesota,13120,13487,26607,12350,12827,25177
2022,12,Mississippi,15855,17434,33289,10963,8695,19659
2022,12,Missouri,31870,27814,59684,23743,18570,42313
2022,12,Montana,6402,6311,12713,4950,4899,9849
2022,12,Nebraska,384,3164,3548,293,1954,2247
2022,12,Nevada,7149,3878,11026,6009,2986,8995
2022,12,New Hampshire,8664,4642,13306,6708,3755,10463
2022,12,New Jersey,9175,4996,14171,9655,3995,13650
2022,12,New Mexico,9915,6520,16435,8208,4908,13116
2022,12,New York,11658,17153,28811,11794,13682,25476
2022,12,North Carolina,3433,25871,29304,2565,15034,17599
2022,12,North Dakota,2320,3219,5538,2054,2800,4854
2022,12,Ohio,38345,25870,64215,29176,17812,46988
